,Unnamed: 0,ev_city,ev_country,ev_state,latitude,longitude
1647,28473,Curico,CI,,,
1648,28493,KagawaPrefectur,JA,,34.3587104,133.9680741
1649,28509,HOMER          ,USA,AK,59.64250000000001,-151.5483333
1650,28520,EL PASO        ,USA,TX,31.7618778,-106.4850217
1651,28526,EAST CAMERON   ,,GM,40.7430621,-76.5603828
1652,28534,Moosonee,CA,,51.273089,-80.64004899999999
1653,28537,ATLANTIC CITY  ,USA,NJ,39.3642834,-74.4229266
1654,28541,EMMETT         ,USA,ID,43.8734978,-116.4993012
1655,28566,FABREGUES,FR,,43.549831,3.778934999999999
1656,28580,GRAND CANYON   ,USA,AZ,36.0544445,-112.1401108
1657,28601,MUSTANG ISLAND ,,GM,27.7103944,-97.1628647
1658,28602,HIGH ISL BLK595,,GM,51.5473839,0.5633363
1659,28604,Saint Gondon,FR,,47.698268,2.543024
1660,28613,DENVER         ,USA,CO,39.7392358,-104.990251
1661,28674,Zuerich,SZ,,47.2226601,8.751896
1662,28683,KEYSER         ,USA,WV,39.4409277,-78.9739156
1663,28690,KODIAK         ,USA,AK,57.79000000000001,-152.4072222
1664,28698,ESTACADA       ,USA,OR,45.28956549999999,-122.3336963
1665,28713,GULF OF MEXICO ,,GM,25.304304,-90.065918
1666,28719,GRAND FORKS    ,USA,ND,47.9252568,-97.0328547
1667,28720,MONTROSE       ,USA,CO,38.4783198,-107.8761738
1668,28723,RAPID CITY     ,USA,SD,44.0805434,-103.2310149
1669,28734,BENTONVILLE    ,USA,AR,36.3728538,-94.2088172
1670,28745,RUSSIAN MISSION,USA,AK,61.785,-161.3202778
1671,28776,COLUMBIA       ,USA,SC,34.0007104,-81.0348144
1672,28807,"McIvor Lake, BC",CA,,50.01605989999999,-125.3781494
1673,28827,La Campa,HO,,,
1674,28848,Caratagena,CO,,10.3910485,-75.4794257
1675,28880,Mazama,USA,WA,48.5920867,-120.4039844
1676,28889,TAKOTNA        ,USA,AK,62.9886111,-156.0641666
1677,28917,SAN JUAN       ,,PR,18.4655394,-66.1057355
1678,28937,SAN DIEGO      ,USA,CA,32.715738,-117.1610838
1679,28968,BETTLES        ,USA,AK,66.9188889,-151.5161111
1680,28978,PRNC FREDERICK ,USA,MD,38.5403996,-76.5844017
1681,28996,DEFIANCE       ,USA,OH,41.2844933,-84.3557802
1682,28999,Kabul,AF,,34.5553494,69.207486
1683,29005,POINT HOPE     ,USA,AK,68.3477778,-166.8080556
1684,29027,HAMILTON       ,USA,AL,34.1423235,-87.98864379999999
1685,29043,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1686,29047,JUNEAU         ,USA,AK,58.3019444,-134.4197222
1687,29070,"Oban, Scotland",UK,,56.415157,-5.471047
1688,29112,WARSAW         ,USA,IN,41.2381,-85.8530469
1689,29145,ROCHESTER      ,USA,NY,43.16103,-77.6109219
1690,29175,MONTGOMERY     ,USA,AL,32.3668052,-86.2999689
1691,29206,BRADFORD,USA,PA,41.9564953,-78.649163
1692,29267,DETROIT        ,USA,MI,42.331427,-83.0457538
1693,29270,CHARLOTTE      ,USA,NC,35.2270869,-80.8431267
1694,29290,MT. WAIALEALE  ,USA,HI,22.0706522,-159.4961272
1695,29294,PalmaDeMallorca,SP,,-23.5725986,-46.6503237
1696,29304,FORT YUKON     ,USA,AK,66.56734999999999,-145.2513402
1697,29389,PUT-IN-BAY     ,USA,OH,41.6542158,-82.8207429
1698,29392,LAS MESITAS    ,HO,,,
1699,29422,Fort Lauderdale,USA,FL,26.1224386,-80.13731740000001
1700,29426,SHIP SHOAL BLK ,,GM,,
1701,29429,EVANSTON       ,USA,WY,41.2682794,-110.9632373
1702,29438,Mt. Tarawera,NZ,,-38.2266666,176.5066666
1703,29456,LINDEN         ,USA,TN,35.6172917,-87.8394704
1704,29471,Shanghai,CH,,34.0848366,115.3243971
1705,29543,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1706,29548,MILWAUKEE      ,USA,WI,43.0389025,-87.9064736
1707,29562,FUNTER PASS    ,USA,AK,61.5756429,-149.854247
1708,29575,Sharjah Airport,,,25.3284352,55.5122577
1709,29631,PETERSBURG     ,USA,AK,56.8125,-132.9555556
1710,29657,ORLANDO        ,USA,FL,28.5383355,-81.3792365
1711,29662,BETHEL         ,USA,AK,60.7922222,-161.7558333
1712,29679,PATTERSON      ,USA,LA,29.6932641,-91.3020502
1713,29697,SUSANK         ,USA,KS,38.6408447,-98.7739711
1714,29722,POLK INLET     ,USA,AK,,
1715,29741,LOS ANGELES    ,USA,CA,34.0522342,-118.2436849
1716,29754,KOTLIK         ,USA,AK,63.03416670000001,-163.5533333
1717,29763,Marmara Sea,TU,,,
1718,29825,ROMSLEY,UK,,52.415712,-2.057134
1719,29862,GEORGETOWN/GUY ,GY,,5.414921,100.3297612
1720,29905,DENVER         ,USA,CO,39.7392358,-104.990251
1721,29931,STANSTED,UK,,51.90522499999999,0.19691
1722,29944,WEST PALM BCH  ,USA,FL,26.7153424,-80.0533746
1723,29959,New York,USA,NY,40.7127837,-74.0059413
1724,29967,OXFORD         ,USA,ME,44.1317459,-70.4931557
1725,29968,MILES CITY     ,USA,MT,46.4083362,-105.8405582
1726,29982,Sulzberg,GE,,,
1727,30012,AUGUSTA        ,USA,GA,33.4734978,-82.0105148
1728,30016,ATLANTIC OCEAN,,AO,-14.5994134,-28.6731465
1729,30029,OAK GROVE      ,USA,LA,32.8609625,-91.3884482
1730,30048,CROWNPOINT     ,USA,NM,35.6780769,-108.1511785
1731,30105,HOLY CROSS     ,USA,AK,62.19944439999999,-159.7713889
1732,30115,Guadalajara,MX,,20.6596988,-103.3496092
1733,30125,CAT CAY        ,BF,,,
1734,30154,GUATEMALA CITY ,GT,,14.6349149,-90.5068824
1735,30162,MEXICO CITY    ,MX,,19.4326077,-99.133208
1736,30186,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1737,30190,OXFORD         ,USA,CT,41.4338203,-73.1168393
1738,30209,GRAND CANYON   ,USA,AZ,36.0544445,-112.1401108
1739,30221,CHARLESTON     ,USA,SC,32.7764749,-79.93105120000001
1740,30235,ZACHER BAY     ,USA,AK,57.5558333,-153.7708333
1741,30254,Bonapart Lake,CA,,51.2605065,-120.5692423
1742,30258,SCOTTSDALE     ,USA,AZ,33.4941704,-111.9260519
1743,30260,100MI S.KNG SLM,USA,AK,,
1744,30266,ROCK SOUND     ,BF,,,
1745,30311,LA PAZ,BL,,26.336672,-80.162521
1746,30315,MINNEAPOLIS    ,USA,MN,44.977753,-93.2650108
1747,30332,JUNEAU         ,USA,AK,58.3019444,-134.4197222
1748,30343,ATLANTA        ,USA,GA,33.7489954,-84.3879824
1749,30372,HELENA         ,USA,MT,46.5883707,-112.0245054
1750,30415,MCCARTHY       ,USA,AK,61.4333333,-142.9216667
1751,30443,Augsburg Bayern,GE,,48.3705449,10.89779
1752,30447,DFW AIRPORT    ,USA,TX,32.8998091,-97.0403352
1753,30512,BROOKEVILLE    ,USA,MD,39.1806623,-77.0591452
1754,30513,ANACORTES      ,USA,WA,48.51260449999999,-122.6126718
1755,30515,DODGEVILLE     ,USA,WI,42.96027429999999,-90.1301237
1756,30561,DALLAS         ,USA,TX,32.7766642,-96.79698789999999
1757,30571,YOUNGSTOWN     ,USA,OH,41.0997803,-80.6495194
1758,30590,Bourdeau,FR,,45.683549,5.855506
1759,30608,SAN VICENTE    ,ES,,42.9616458,-8.7584568
1760,30619,Washington,USA,DC,38.9071923,-77.0368707
1761,30689,MIAMI          ,USA,FL,25.7616798,-80.1917902
1762,30800,DFW AIRPORT    ,USA,TX,32.8998091,-97.0403352
1763,30813,ASUNCION       ,PA,,9.0205433,-79.5228783
1764,30836,JAMAICA        ,USA,NY,40.702677,-73.7889689
1765,30843,Aix,FR,,50.49434900000001,3.296177
1766,30862,Pontianak,ID,,-0.0263303,109.3425039
1767,30871,Melbach,GE,,,
1768,30872,DENVER         ,USA,CO,39.7392358,-104.990251
1769,30878,Colquiri,BL,,-17.4060805,-66.1513129
1770,30908,CATACAMAS,HO,,,
1771,30924,MANTA          ,EC,,-0.9676533,-80.7089101
1772,30925,DALLAS/FT WORTH,USA,TX,32.761422,-96.8580128
1773,30932,PUNTILLA LAKE  ,USA,AK,62.08738869999999,-152.7311158
1774,30938,Pianello/Carena,SZ,,,
1775,30940,METLAKATLA     ,USA,AK,55.1291667,-131.5722222
1776,30941,SOUTH LYON     ,USA,MI,42.46059,-83.6516063
1777,30942,JACKSONVILLE   ,USA,FL,30.3321838,-81.65565099999999
1778,30949,El Viento,CO,,3.64059,-75.5466299
1779,30956,          ,GB,,55.378051,-3.435973
1780,30958,"Dhaka, Bangladesh",BG,,23.7547772,90.39823559999999
1781,31012,NAMPA          ,USA,ID,43.5407172,-116.5634624
1782,31027,MILES CITY     ,USA,MT,46.4083362,-105.8405582
1783,31045,CHALLIS        ,USA,ID,44.5046445,-114.2317308
1784,31059,Pekanbaru,ID,,0.5070677,101.4477793
1785,31175,COOPER LANDING ,USA,AK,60.48999999999999,-149.8341667
1786,31179,Weston,EI,,44.89080209999999,-89.5476204
1787,31207,HOCKLEY        ,USA,TX,30.026861,-95.8458562
1788,31208,ORLANDO        ,USA,FL,28.5383355,-81.3792365
1789,31222,NONDALTON      ,USA,AK,59.9736111,-154.8458333
1790,31234,LAMBOURNE      ,UK,,51.507954,-1.531531
1791,31267,SAN JUAN       ,,PR,18.4655394,-66.1057355
1792,31272,AIALAK BAY     ,USA,AK,59.7651728,-149.7095387
1793,31326,San Andres Island,CO,,12.5450153,-81.7075787
1794,31346,BETHEL         ,USA,AK,60.7922222,-161.7558333
1795,31363,Ixchiguan,GT,,15.1673777,-91.9319117
1796,31375,MEMPHIS        ,USA,TN,35.1495343,-90.0489801
1797,31377,ODESSA         ,USA,TX,31.8456816,-102.3676431
1798,31385,W CAMRN BLK 624,,GM,25.0345346,55.21416499999999
1799,31390,Minneapolis,USA,MN,44.977753,-93.2650108
1800,31394,JACKSON        ,USA,MS,32.2987573,-90.1848103
1801,31405,Reims,FR,,49.258329,4.031696
1802,31418,BURNS          ,USA,OR,43.5862606,-119.0541032
1803,31501,DALLAS         ,USA,TX,32.7766642,-96.79698789999999
1804,31525,San Pedro Sula,HO,,15.4894965,-88.0355444
1805,31534,TAMPA          ,USA,FL,27.950575,-82.4571776
1806,31555,SAN LUIS OBISPO,USA,CA,35.2827524,-120.6596156
1807,31569,Solroed Strand,DA,,,
1808,31598,JAMAICA        ,USA,NY,40.702677,-73.7889689
1809,31669,GLENDALE       ,USA,AZ,33.5386523,-112.1859866
1810,31671,HANA           ,USA,HI,20.757508,-155.988407
1811,31675,BROWNSVILLE    ,USA,TX,25.9017472,-97.4974838
1812,31678,MAUNALOA       ,USA,HI,21.1358333,-157.2163889
1813,31733,FLUSHING       ,USA,NY,40.7674987,-73.833079
1814,31768,Smolensk,RS,,54.7903112,32.0503663
1815,31776,Macapá,BR,,0.0355735,-51.070535
1816,31777,BILLINGS       ,USA,MT,45.7832856,-108.5006904
1817,31786,HENDERSON      ,USA,NV,36.0395247,-114.9817213
1818,31820,BREVARD        ,USA,NC,35.2334472,-82.7342919
1819,31829,GOODNEWS BAY   ,USA,AK,59.12849539999999,-161.5720028
1820,31831,Leticia,CO,,-4.203164999999999,-69.935907
1821,31837,Uberlingen,GE,,47.7661746,9.1702772
1822,31855,Belle Harbor,USA,NY,40.5754846,-73.8507279
1823,31900,Sharjah,TC,,25.3340773,55.3951709
1824,31926,TALKEETNA      ,USA,AK,62.32090460000001,-150.1066221
1825,31980,RENO           ,USA,NV,39.5296329,-119.8138027
1826,31981,FORT LAUDERDALE,USA,FL,26.1224386,-80.13731740000001
1827,32003,Boulder City,USA,NV,35.9782216,-114.8345117
1828,32020,WASHINGTON     ,USA,DC,38.9071923,-77.0368707
1829,32050,SLEETMUTE      ,USA,AK,61.7025,-157.1697222
1830,32053,Gunnison,USA,CO,38.5458246,-106.9253207
1831,32078,LYON,FR,,45.764043,4.835659
1832,32082,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1833,32086,Dusseldorf,GE,,51.3313247,6.563787
1834,32132,PASCAGOULA     ,USA,MS,30.3657552,-88.5561272
1835,32134,NOME           ,USA,AK,64.5011111,-165.4063889
1836,32160,"Benthill Farm, Buckingham, UK",UK,,51.985153,-0.9757099999999999
1837,32161,MARIA LA BAJA  ,CO,,9.983775,-75.303139
1838,32254,D'Arcy,CA,,50.553902,-122.478883
1839,32259,CHALLIS        ,USA,ID,44.5046445,-114.2317308
1840,32272,ELYRIA         ,USA,OH,41.3683798,-82.10764859999999
1841,32283,CAPE GIRARDEAU ,USA,MO,37.3058839,-89.51814759999999
1842,32303,CUMBERLAND     ,USA,MD,39.6528654,-78.7625185
1843,32308,SHELTER COVE   ,USA,CA,40.0304212,-124.0730866
1844,32326,VOLCANO        ,USA,HI,19.4424663,-155.2328714
1845,32330,AMELIA         ,USA,LA,29.6663204,-91.1020449
1846,32332,WILMINGTON     ,USA,NC,34.2257255,-77.9447102
1847,32336,LUBBOCK        ,USA,TX,33.5778631,-101.8551665
1848,32366,ATLANTIC OCEAN ,,AO,-14.5994134,-28.6731465
1849,32367,TATITLEK       ,USA,AK,60.8671301,-146.6774403
1850,32384,SALT LAKE CITY ,USA,UT,40.7607793,-111.8910474
1851,32394,Saint Jean les Deux Jumeaux,FR,,48.9514039,3.018301
1852,32412,LAREDO         ,USA,TX,27.5305671,-99.48032409999999
1853,32431,JAMAICA        ,USA,NY,40.702677,-73.7889689
1854,32436,TIN CITY       ,USA,AK,65.565744,-167.9505442
1855,32438,INDIANAPOLIS   ,USA,IN,39.768403,-86.158068
1856,32450,Gap Aerodrome,FR,,44.454997,6.034133
1857,32476,Oberbarnim,GE,,,
1858,32489,WHEELING       ,USA,IL,42.1391927,-87.9289591
1859,32490,MEMPHIS        ,USA,TN,35.1495343,-90.0489801
1860,32498,TALLADEGA      ,USA,AL,33.4359416,-86.1058048
1861,32514,MORRISVILLE    ,USA,NC,35.823483,-78.8255621
1862,32522,OMAHA          ,USA,NE,41.2523634,-95.99798829999999
1863,32524,HINCHE,HA,,,
1864,32536,Nadrybie Dwor,PL,,51.3444482,23.0464175
1865,32537,EMPORIA        ,USA,KS,38.403903,-96.18166260000001
1866,32542,Sharjah,TC,,25.3340773,55.3951709
1867,32545,JAMAICA        ,USA,NY,40.702677,-73.7889689
1868,32567,ANNISTON       ,USA,AL,33.6598257,-85.8316318
1869,32580,BUENOS AIRES   ,AR,,-34.6036844,-58.3815591
1870,32586,SANTA MARIA    ,USA,CA,34.9530337,-120.4357191
1871,32592,JENA,GE,,51.99328389999999,6.2566263
1872,32611,NOME           ,USA,AK,64.5011111,-165.4063889
1873,32628,SAN FRANCISCO  ,USA,CA,37.7749295,-122.4194155
1874,32695,ROCK SPRINGS   ,USA,WY,41.58746439999999,-109.2029043
1875,32735,EXCELSIOR SPGS ,USA,MO,39.3391712,-94.22605589999999
1876,32744,REDHILL AERODRO,UK,,51.2161202,-0.1428381
1877,32759,FREEPORT       ,USA,IL,42.2966861,-89.6212271
1878,32781,EGEGIK         ,USA,AK,58.21555559999999,-157.3758333
1879,32788,ISTANBUL       ,TU,,39.953029,32.6977169
1880,32823,Miami,USA,FL,25.7616798,-80.1917902
1881,32851,Vancouver,CA,,49.2827291,-123.1207375
1882,32867,Quevedo,EC,,-1.0225124,-79.4604035
1883,32892,MITCHELL       ,USA,SD,43.7094283,-98.0297992
1884,32928,DENVER         ,USA,CO,39.7392358,-104.990251
1885,32933,Tenerife,SP,,-20.7986815,-49.37236110000001
1886,32990,Heist,GE,,,
1887,33014,PISTOL CREEK   ,USA,ID,44.72157259999999,-115.176106
1888,33062,NEW YORK       ,USA,NY,40.7127837,-74.0059413
1889,33093,KEY WEST       ,USA,FL,24.5550593,-81.7799871
1890,33164,BETHEL         ,USA,AK,60.7922222,-161.7558333
1891,33177,Port Said,EG,,31.2652893,32.3018661
1892,33194,ATLANTIC CITY  ,USA,NJ,39.3642834,-74.4229266
1893,33207,San Jose,CS,,36.522869,-5.8652962
1894,33214,DENVER         ,USA,CO,39.7392358,-104.990251
1895,33258,RALEIGH        ,USA,NC,35.7795897,-78.6381787
1896,33279,COBAN          ,GT,,15.4650586,-90.38425269999999
1897,33284,EEK            ,USA,AK,60.2188889,-162.0244444
1898,33297,AUGUSTA        ,USA,GA,33.4734978,-82.0105148
1899,33303,Daimontaro,EC,,,
1900,33305,NEAR LAS VEGAS ,USA,NV,36.1699412,-115.1398296
1901,33359,MORRISONVILLE  ,USA,NY,44.6930981,-73.5620818
1902,33369,Mostóles,SP,,,
1903,33375,SAN JUAN       ,,PR,18.4655394,-66.1057355
1904,33397,KNEELAND       ,USA,CA,40.7646602,-123.997726
1905,33414,CARLSBAD       ,USA,CA,33.1580933,-117.3505939
1906,33428,TROUTDALE      ,USA,OR,45.5392862,-122.3873133
1907,33435,Hoogeveen,NL,,52.7286158,6.490100200000001
1908,33453,LUANDA         ,AO,,-8.839987599999999,13.2894368
1909,33522,MONROE         ,USA,LA,32.5093109,-92.1193012
1910,33525,MANSFIELD      ,USA,OH,40.75839,-82.5154471
1911,33535,Puerto Jimenez,CS,,8.5336439,-83.30678019999999
1912,33561,WARREN         ,USA,ID,45.2640724,-115.6765116
1913,33567,Isparta,TU,,37.819514,30.5216126
1914,33596,WEST LAFAYETTE ,USA,IN,40.4258686,-86.90806549999999
1915,33599,PASADENA       ,USA,MD,39.1073317,-76.57107529999999
1916,33629,HOUMA          ,USA,LA,29.5957696,-90.71953479999999
1917,33632,ST PAUL        ,USA,MN,44.9537029,-93.0899578
1918,33641,BRUNSWICK      ,USA,ME,43.9140162,-69.9669961
1919,33643,NEWARK         ,USA,NJ,40.735657,-74.1723667
1920,33683,FRESNO         ,USA,CA,36.7468422,-119.7725868
1921,33696,Cachoeira do Sul,BR,,-30.033482,-52.8932815
1922,33795,JAMAICA,USA,NY,40.702677,-73.7889689
1923,33815,ENGLISH BAY    ,USA,AK,59.3563889,-151.9208333
1924,33818,Cornwall,UK,,50.26604709999999,-5.0527125
1925,33821,PAINT ROCK     ,USA,TX,31.508491,-99.9200779
1926,33824,SALT LAKE CITY ,USA,UT,40.7607793,-111.8910474
1927,33842,CANTWELL       ,USA,AK,63.39166669999999,-148.9508333
1928,33847,RUIDOSO        ,USA,NM,33.3672525,-105.6588485
1929,33858,COKEVILLE      ,USA,WY,42.0824368,-110.9551867
1930,33888,GRAND FORKS    ,USA,ND,47.9252568,-97.0328547
1931,33899,Buenos Aires,AR,,-34.6036844,-58.3815591
1932,33915,Kapiti Coast,NZ,,-40.8233475,175.3136218
1933,33925,HIGHLAND       ,USA,CA,34.1283442,-117.2086513
1934,33939,GUSTAVUS       ,USA,AK,58.4133333,-135.7369444
1935,33959,PINON          ,USA,AZ,36.1008342,-110.2259609
1936,33967,Windhoek,WA,,-22.5550102,17.0319468
1937,33970,SHEMYA         ,USA,AK,52.7228375,174.1123656
1938,33972,YANKTON        ,USA,SD,42.87110879999999,-97.39728129999999
1939,33976,FRESH CREEK    ,CF,,,
1940,33981,KAHULUI        ,USA,HI,20.8893351,-156.4729469
1941,34010,SEATTLE        ,USA,WA,47.6062095,-122.3320708
1942,34044,HOUSTON        ,USA,TX,29.7604267,-95.3698028
1943,34056,Las Vegas,USA,NV,36.1699412,-115.1398296
1944,34091,"Maria Lankowitz, Austria",AU,,47.0600922,15.0821555
1945,34099,BULLHEAD CITY  ,USA,AZ,35.1359386,-114.5285981
1946,34133,NEW YORK       ,USA,NY,40.7127837,-74.0059413
1947,34138,Mediterranean,SP,,,
1948,34139,MIAMI          ,USA,FL,25.7616798,-80.1917902
1949,34146,LAS CRUCES     ,USA,NM,32.3199396,-106.7636538
1950,34159,GREYBULL       ,USA,WY,44.4891239,-108.0562132
1951,34197,SAN JUAN       ,,PR,18.4655394,-66.1057355
1952,34228,SOLDOTNA       ,USA,AK,60.4877778,-151.0583332
1953,34242,RICHMOND       ,USA,VA,37.5407246,-77.4360481
1954,34281,FORT LAUDERDALE,USA,FL,26.1224386,-80.13731740000001
1955,34292,AKIACHAK       ,USA,AK,60.9094444,-161.4313889
1956,34319,BEDFORD PARK   ,USA,IL,41.7641723,-87.7812524
1957,34330,BETHEL         ,USA,AK,60.7922222,-161.7558333
1958,34338,W Cameron 168,USA,GM,,
1959,34350,SEDONA         ,USA,AZ,34.8697395,-111.7609896
1960,34373,SAGO           ,USA,WV,38.9142671,-80.2300817
1961,34382,EAST BOSTON    ,USA,MA,42.37021370000001,-71.0388601
1962,34401,ELDRED ROCK    ,USA,AK,58.9716667,-135.2208333
1963,34413,ST LOUIS       ,USA,MO,38.6270025,-90.19940419999999
1964,34464,SMITHVILLE     ,USA,TN,35.9606185,-85.8141516
1965,34484,OUZINKIE       ,USA,AK,57.9236111,-152.5022222
1966,34506,PAGE           ,USA,AZ,36.91472220000001,-111.4558333
1967,34519,FAIRBANKS      ,USA,AK,64.8377778,-147.7163889
1968,34526,HONOLULU       ,USA,HI,21.3069444,-157.8583333
1969,34529,HARDWICK       ,USA,MN,43.774969,-96.1994732
1970,34573,EXUMA ISLAND   ,BF,,23.5333333,-75.83333329999999
1971,34574,GRAND ISLAND   ,USA,NE,40.9263957,-98.3420118
1972,34581,PENSACOLA      ,USA,FL,30.42130899999999,-87.2169149
1973,34597,ATLANTA        ,USA,GA,33.7489954,-84.3879824
1974,34607,Thuringen,GE,,51.9492807,6.262860499999999
1975,34633,DENVER         ,USA,CO,39.7392358,-104.990251
1976,34637,Puerta del Segu,SP,,-20.7676357,-49.3984774
1977,34655,FRIDAY HARBOR  ,USA,WA,48.5342662,-123.0171242
1978,34688,Santa Rosa,EC,,-3.4593888,-79.9668308
1979,34707,MCGRATH        ,USA,AK,62.9532043,-155.5959922
1980,34731,KANSAS CITY    ,USA,MO,39.0997265,-94.5785667
1981,34733,EUGENE ISLAND  ,,GM,29.763832,-93.0882046
1982,34765,Brussels,BE,,50.8503396,4.3517103
1983,34774,DUTCH HARBOR   ,USA,AK,53.88980000000001,-166.5422
1984,34781,Denver,USA,CO,39.7392358,-104.990251
1985,34810,PRUDHOE BAY    ,USA,AK,70.2556453,-148.3384293
1986,34818,DUFUR          ,USA,OR,45.4531754,-121.1306244
1987,34841,"Ballarat, Australia",AS,,-37.5636495,143.8671868
1988,34861,WEST LAFAYETTE ,USA,IN,40.4258686,-86.90806549999999
1989,34898,PUERTO PLATA   ,DR,,19.7807686,-70.6871091
1990,34909,Mexico City,MX,,19.4326077,-99.133208
1991,34933,CESIS          ,LG,,,
1992,34940,MEMPHIS        ,USA,TN,35.1495343,-90.0489801
1993,34947,Col de Menee,FR,,44.7468086,5.574628
1994,35010,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1995,35025,MUSKEGON       ,USA,MI,43.2341813,-86.24839209999999
1996,35031,Tokyo,JA,,35.7873195,139.6583222
1997,35096,TAIPEI,TW,,25.0329694,121.5654177
1998,35119,TALKEETNA      ,USA,AK,62.32090460000001,-150.1066221
1999,35153,RANCHO CORDOVA,USA,CA,38.5890723,-121.302728
